id,name,force,target,synergist,stabilizer,dynamic stabilizer,antagonist stabilizer,instructions
BackGeneral/DBLyingRow,Dumbbell Lying Row,Pull,"
;Back, General;
","
;Trapezius, Middle;
;Trapezius, Lower;
;Rhomboids;
;Latissimus Dorsi;
;Teres Major;
;Deltoid, Posterior;
;Infraspinatus;
;Teres Minor;
;Brachialis;
;Brachioradialis;
;Pectoralis Major, Sternal ;
",,"
;Biceps Brachii;
;Triceps, Long Head ;
",,"Preparation

Lie chest down on elevated bench. Grasp dumbbells below.

Execution

Pull dumbbells to sides until upper arm is just beyond horizontal or height of back. Return until arms are extended and shoulders are stretched downward. Repeat.

Comments

Bench should be high enough to allow shoulders to stretch forward without dumbbells hitting floor. Exercise can also be performed on Lying Row Apparatus or Incline Bench adjusted to height close to horizontal yet high enough to permit full range of motion at lowest range of motion.
"
Triceps/CBStandingTricepsExtensionRope,Cable Triceps Extension (with rope),Push,"
;Triceps Brachii;
;
","
;None
;
","
;Deltoid, Anterior;
;
;Pectoralis
Major, Clavicular
;
;
;Wrist Flexors;
;
",,,"Preparation

From low pulley cable, grasp ends of rope attachment just under enlarged ends. Raise one arm over head while turning body away from pulley. Face away from pulley with feet staggered. Position ends of ropes behind head or neck and elbows upward over head.

Execution

Raise ends of rope overhead by extending forearms until arms are straight. Lower rope attachment until forearms are against upper arms. Repeat.
"
Triceps/CBInclinePushdown,Cable Incline Pushdown,Push,"
;Triceps Brachii;
","
;None ;
","
;Latissimus Dorsi;
;Teres Major;
;Deltoid, Posterior;
;Pectoralis Major, Sternal;
;Pectoralis Minor;
;Trapezius, Lower;


;
;Wrist Flexors;
",,,"Preparation

Lie on incline bench facing away from high pulley. Grasp cable attachment overhead with overhand narrow grip. Position elbow to sides, slightly up.

Execution

Extend arms with elbows stationary. Return until forearm is close to upper arm. Repeat.
"
Brachialis/LVPreacherCurlHighPL,"Lever Preacher Curl (arms high, plate loaded)",Pull,"
;Brachialis;
","
;Biceps Brachii;
;Brachioradialis;
","
;Wrist Flexors;
",,"
;Triceps Brachii, Long Head;
","Preparation

Sit on curl machine. Grasp lever handles with underhand grip. Align elbows at same pivot point as fulcrum of lever while placing back of arms up on pads.

Execution

Pull lever handles toward shoulders. Return handles until arms are fully extended. Repeat.

Comments

Back of upper arms should remain on pad throughout movement. If machine has secondary lever (as shown), it is not as essential to position elbows in-line with the primary fulcrum, as would otherwise be required.

Long head (lateral head) of Biceps Brachii is activated significantly more than short head (medial head) of Biceps Brachii since short head enters into active insufficiency as it continues to contract. Long head of Triceps Brachii is only significantly activated as antagonist stabilizer when it approaches passive insufficiency as elbow nears full flexion. Also see movement on preacher machine with arms positioned lower.
"
LatissimusDorsi/AsUnderhandChinupSelf,Self-assisted Chin-up,Pull,"
;Latissimus Dorsi;
","
;Brachialis;
;Brachioradialis;
;Teres Major;
;Deltoid, Posterior;
;Rhomboids;
;Levator Scapulae;
;Trapezius, Lower;
;Trapezius, Middle;
;Pectoralis Major, Sternal;
;Pectoralis Minor;
",,"
;Biceps Brachii;
;Triceps, Long Head;
",,"Preparation

Stand facing fixed horizontal bar at neck height. Grasp bar with underhand grip shoulder width. Position feet forward on floor, slightly in front of bar.

Execution

Lower body under bar until arms and shoulders are fully extended. If necessary, use minimal assistance of lower body to control descent, allowing knees and hips to bend, keeping flat on floor. Pull body up until elbows are to sides, again with minimal assistance from lower body. Repeat.

Comments

If lower body is used for assistance, Hip and Knee Extensors muscles are utilized. Back extensors may be activated minimally as stabilizer through spine.

If bar is slightly higher, extend foot into floor at top of movement. Reposition foot flat on floor on initial descent. If foot extension is used to assist at top of movement on high bar, ankle and foot plantar flexor muscles are used.
"
DeltoidAnterior/CBAlternatingSeatedFrontRaise,Cable Alternating Seated Front Raise,Push,"
;Deltoid, Anterior;
","
;Pectoralis Major, Clavicular;
;Deltoid, Lateral;
;Trapezius, Middle;
;Trapezius, Lower;
;Serratus Anterior, Inferior Digitations;
","
;Trapezius, Upper;
;Levator Scapulae;
;Wrist Extensors;
",,,"Preparation

Sit on seat above twin cable pulleys. Grasp stirrups on each side. Sit upright with arms straight down to each side with palms facing back.

Execution

Raise one stirrup forward and upward until upper arm is well above horizontal. Lower and repeat with opposite arm. Continue by alternating raises between sides.

Comments

Height of movement may depend on range of motion or when stirrup or cable makes contact with underside of forearm. Raise should be limited to height achieved just before tightness is felt in shoulder capsule. Alternatively, height just above horizontal may be considered adequate. Elbows may be kept straight or slightly bent throughout movement.
"
LatissimusDorsi/ASRearPullupBand,Band-assisted Rear Pull-up,Pull,"
;Latissimus Dorsi;
","
;Brachialis;
;Brachioradialis;
;Biceps Brachii;
;Teres Major;
;Pectoralis Major, Sternal;
;Pectoralis Minor;
;Rhomboids;
;Levator Scapulae;
;Trapezius, Lower;
",,"
;Triceps, Long Head;
",,"Preparation

Grasp middle of hanging exercise band and pull down to side of leg. Lift foot and hook band under heel. Stretch band down further by extending leg straight down. Face perpendicular under pullup bar and position band behind body. Pull band apart and place other foot onto band so both feet are together inside of band. Reach up and grasp pull-up bar with overhand wide grip while keeping legs straight.

Execution

Pull body up until bar touches back of neck. Lower body until arms and shoulders are fully extended. Repeat.
"
WristExtensors/CBRollerWristExtention,Cable Roller Wrist Extension,Pull,"
;Wrist Extensors;
","
;None ;
","
;Brachioradialis;
;Biceps Brachii;
;Brachialis;
;Deltoid, Anterior;
;Trapezius, Upper;
;Trapezius, Middle;
;Levator Scapulae;
;Wrist Flexors;
",,,"Preparation

Stand behind weight plate(s) on floor and grasp wrist roller handle with both hands; over hand grip.

Execution

With left hand gripping handle, relax grip of right hand and slide grip in front of handle (by flexing wrist) and regrip. Relax grip of left hand and hyperextend right wrist. Repeat sequence with opposite hands, alternating back and forth until weight plate has raised up near hands. Lower weight steadily with opposite movement.
"
BackGeneral/CBStraightBackInclineRow,Cable Straight Back Incline Row,Pull,"
;Back, General;
","
;Trapezius, Middle;
;Trapezius, Lower;
;Rhomboids;
;Latissimus Dorsi;
;Teres Major;
;Deltoid, Posterior;
;Infraspinatus;
;Teres Minor;
;Brachialis;
;Brachioradialis;
;Pectoralis Major, Sternal ;
","
;Erector Spinae;
;Hamstrings;
;Gluteus Maximus;
;Adductor Magnus;
","
;Biceps Brachii;
;Triceps, Long Head ;
","
;Rectus Abdominis;
;Obliques;
","Preparation

Sit on incline and place feet on lower bar, or foot platform. Slide hips down by bending knees. Bend over and grasp cable attachment. Slide hips back, positioning knees with slight bend. Straighten lower back so it is approximately perpendicular to incline.

Execution

Pull cable attachment to waist. Pull shoulders back and lift chest by arching back. Return until arms are extended, back is straight and perpendicular to incline, and shoulders are stretched forward. Repeat.

Comments

Also see Cable Incline Row.
"
BackGeneral/BWSupineRow,Inverted Row,Pull,"
;Back, General;
","
;Trapezius, Middle;
;Trapezius, Lower;
;Rhomboids;
;Latissimus Dorsi;
;Teres Major;
;Deltoid, Posterior;
;Infraspinatus;
;Teres Minor;
;Brachialis;
;Brachioradialis;
;Pectoralis Major, Sternal;
","
;Erector Spinae;
;Hamstrings;
;Gluteus Maximus;
","
;Biceps Brachii;
;Triceps, Long Head;
","
;Rectus Abdominis;
;Obliques;
","Preparation

Lay on back under fixed horizontal bar. Grasp bar with wide overhand grip.

Execution

Keeping body straight, pull body up to bar. Return until arms are extended and shoulders are stretched forward. Repeat.

Comments

Fixed bar should be just high enough to allow arm to fully extend. See Gravity Vectors for greater understanding of how body angle influences resistance. Also known as Body Row or Supine Row.






"
Sternocleidomastoid/LVNeckFlexionH,Lever Neck Flexion (plate loaded),Pull,"
;Sternocleidomastoid;
","
;None ;
","
;Latissimus Dorsi;
;Deltoid, Posterior;
;Rhomboids;
;Trapezius, Middle;
;Trapezius, Lower;
;Triceps Brachii;
;Rectus Abdominis;
;Obliques;
",,,"Preparation

Sit on seat in machine. Position padded lever on face. Position body so neck is in line with lever axis. Grasp handles for support.

Execution

Move head forward by flexing neck until chin touches upper chest. Return head by hyperextending neck and repeat.
"
DeltoidPosterior/CBRearDeltRowStirrups,Cable Rear Delt Row (stirrups),Pull,"
;Deltoid, Posterior;
","
;Infraspinatus;
;Teres Minor;
;Deltoid, Lateral;
;Trapezius, Middle;
;Trapezius, Lower;
;Rhomboids;
;Brachialis;
;Brachioradialis;
","
;Erector Spinae;
;Hamstrings;
;Gluteus Maximus;
;Adductor Magnus;
","
;Biceps Brachii;
",,"Preparation

On dual pulley seated row machine, sit slightly forward on seat or bench in order to grasp both cable attachments. Place feet on vertical platform. Position torso upright and slide hips back until knees are only slightly bent and cable taut. Point elbows outward.

Execution

Pull stirrups out to sides, keeping elbows at shoulder height until elbows travel slightly behind back. Allow wrists to follow elbows. Keep upper arms horizontal, perpendicular to trunk. Return until arms are extended and shoulders are stretched forward. Repeat.

Comments

Dual pulley cables should be positioned approximately shoulder height or not much lower.   The relatively powerful Latissimus Dorsi becomes involved:


if upper arm travels closer than perpendicular to trunk
if torso is positioned forward beyond vertical


Much lighter resistance is required than on Cable Seated Row. Also see movement seated with feet on floor.
"
BackGeneral/CBOneArmStrBackHighRow,Cable One Arm Straight Back Seated High Row,Pull,"
;Back, General;
","
;Trapezius, Middle;
;Trapezius, Lower;
;Rhomboids;
;Latissimus Dorsi;
;Teres Major;
;Deltoid, Posterior;
;Infraspinatus;
;Teres Minor;
;Brachialis;
;Brachioradialis;
;Pectoralis Major, Sternal;
","
;Erector Spinae;
;Obliques;
;Quadratus Lumborum;
","
;Biceps Brachii;
;Triceps, Long Head;
","
;Rectus Abdominis;
","Preparation

Sit on seat or bench. Bend forward and grasp cable stirrup with one hand. Position torso upright allowing shoulder to be pulled forward under weight on cable.

Execution

Pull cable attachment to side of torso while pulling shoulder back, arching spine, and pushing chest forward. Return until arm is extended and shoulder is pulled forward. Repeat. Continue with opposite arm.

Comments

If two high pulleys are available, consider using opposite pulley as arm exercised. If pulley is far away enough, it is optional to bend lower back forward during stretch and pull it upright during contraction. See Cable One Arm Seated High Row. Quadratus Lumborum and Obliques are involved in spinal rotation if waist rotates. Hamstrings and Gluteus Maximus become stabilizers, if seated on bench with feet propped forward with no upper leg support.
"
DeltoidLateral/DBUprightRow,Dumbbell Upright Row,Pull,"
;Deltoid, Lateral;
","
;Deltoid, Anterior;
;Supraspinatus;
;Brachialis;
;Brachioradialis;
;Biceps Brachii;
;Trapezius, Middle;
;Trapezius, Lower;
;Serratus Anterior, Inferior Digitations;
;Infraspinatus;
;Teres Minor;
","
;Trapezius, Upper;
;Levator Scapulae;
",,,"Preparation

Grasp dumbbells and stand with palms facing front of thighs.

Execution

Pull dumbbells to front of shoulder with elbows leading out to sides. Allow wrists to flex as dumbbells rise upward. Lower and repeat.

Comments

When dumbbells are raised, wrists should be in front or just below of shoulders; elbows should be to sides, not pointing   forward. See Upright Row Safety.
"
Triceps/BBLyingTriExtSC,"Barbell Lying Triceps Extension ""Skull Crusher""",Push,"
;Triceps Brachii;
","
;None ;
","
;Deltoid, Anterior;
;Pectoralis Major, Clavicular;
;Pectoralis Major, Sternal;
;Latissimus Dorsi;
;Teres Major;
;Deltoid, Posterior;
;Wrist Flexors;
",,,"Preparation

Lie on bench with narrow overhand grip on barbell. Position barbell over shoulders with arms extended.

Execution

Lower bar to forehead by bending elbows. Extend arms and repeat.
"
Infraspinatus/DBLyingExternalRotation,Dumbbell Lying Shoulder External Rotation,Pull,"
;Infraspinatus;
","
;Teres Minor;
;Deltoid, Posterior;
","
;Rhomboids;
;Trapezius, Lower;
;Wrist Extensors;
",,,"Preparation

Lie on side with legs separated for support. Grasp dumbbell and position elbow against side and forearm across belly.

Execution

Lift dumbbell by rotating shoulder. Return and repeat. Flip over and continue with opposite arm.
"
Triceps/CBTriExt,Cable Triceps Extension,Push,"
;Triceps Brachii;
","
;None ;
","
;Deltoid, Anterior;
;Pectoralis Major, Clavicular;
;Wrist Flexors;
",,,"Preparation

Stand or sit on bench or seat with back support just below shoulders. Position cable bar behind neck or shoulders with narrow overhand grip. Position elbows overhead.

Execution

Raise cable bar overhead by extending elbows until arms are positioned straight and vertical. Lower cable bar behind neck by flexing elbows allowing forearms to travel behind upper arms with elbows remaining overhead. Repeat.
"
BackGeneral/BWSupineRowHigh,Inverted Row (high bar),Pull,"
;Back, General;
","
;Trapezius, Middle;
;Trapezius, Lower;
;Rhomboids;
;Latissimus Dorsi;
;Teres Major;
;Deltoid, Posterior;
;Infraspinatus;
;Teres Minor;
;Brachialis;
;Brachioradialis;
;Pectoralis Major, Sternal;
","
;Erector Spinae;
;Hamstrings;
;Gluteus Maximus;
","
;Biceps Brachii;
;Triceps, Long Head;
","
;Rectus Abdominis;
;Obliques;
","Preparation

Stand facing arms length away from waist to head height horizontal bar. Grasp bar with wide overhand grip. Position body under bar with legs, hips and spine straight. Arms should be straight, approximately perpendicular to body. Heels should make contact with floor.

Execution

Keeping body straight, pull body up to bar. Return until arms are extended and shoulders are stretched forward. Repeat.

Comments

Bar height can be adjusted to vary resistance. See Gravity Vectors for greater understanding of how body angle influences resistance. Also known as Body Row or Supine Row.






"
