id,name,muscle,equipment,description,benefits,instructions,rating
single-arm-dumbbell-row-gethin-variation,Single-arm dumbbell row,Traps,Dumbbell,"The single-arm dumbbell row is a popular exercise for building the latissimus dorsi, or lat, muscles of the back. It is most often performed for moderate to high reps, such as 8-12 reps per arm or more, as part of a muscle-building upper-body or back-focused portion of a workout.","Builds bigger lats and upper back
Allows you to focus on one lat at time
Larger range of motion than the barbell row
Surprising core work",,0.0
standing-high-cable-curl-gethin-variation,Standing High Cable Curl - Gethin Variation,Biceps,Cable,"The cable straight-bar biceps curl takes a classic bodybuilding exercise, the standing barbell curl, and replaces the barbell with a handle attached to a cable. This is a common burnout move performed for moderate to high reps, such as 8-12 reps per set, as part of an upper-body or arm-focused workout.","Builds stronger, more muscular biceps
Unlike a barbell, the cable allows for continuous tension
Easy to change the load quickly for dropsets",,0.0
dumbbell-seal-row-gethin-variation,Dumbbell Seal Row - Gethin Variation,Middle Back,Dumbbell,"The dumbbell seal row is a weighted exercise targeting the muscles of the middle back, including the lats (latissimus dorsi) and rhomboids. It can be performed on a special elevated bench, on a bench placed on top of boxes or benches, or on a bench with a slight incline. The higher the bench, the greater the range of motion and stretch at the bottom of the movement. It is usually performed as an assistance movement for back strength and muscle growth, in rep ranges of 8-12 reps per set or higher.","Takes all leg and lower body out of the row, focusing purely on the back
Enforces strict rowing form and eliminates momentum
Dumbbells allow neutral grip or natural rotation of the wrists",,0.0
rollout-fly-gethin-variation,Double-bar roll-out chest fly,Chest,Other,"The double-bar roll-out chest fly is a chest exercise that utilizes two rotating barbells as ""handles"" for a chest fly. It targets the muscles of the chest, but is also an intense core workout. It's a tough movement that is usually performed in the chest-focused portion of a workout.","Serious stretch of the pec muscles
Far more difficult than most fly variations
Significant core challenge to stabilize during movement",,0.0
lateral-plate-raises-gethin-variation,Plate lateral raise,Shoulders,Other,"The plate lateral raise is an exercise targeting the side heads of the shoulder muscles or deltoids. It closely resembles the more popular dumbbell lateral raise, but is performed with light plates, making the movement slightly more difficult. It is usually performed for moderate to high reps as part of a shoulder or upper-body workout.","Great way to add variety to a shoulder workout
Using light weights allows for a slow, controlled movement
Develops the side deltoid heads with great specificity",,0.0
incline-bench-rear-dumbbell-fly-gethin-variation,Incline Bench Rear Dumbbell Fly - Gethin Variation,Shoulders,Dumbbell,"The incline dumbbell reverse fly is an upper-body exercise targeting the posterior or rear deltoids, as well as the postural muscles of the upper back. Because it targets such small muscles, this exercise is usually performed with light weight for high reps, such as 10-15 reps per set or more.","Adds size and strength to the posterior deltoids
The incline takes away the potential of using momentum, making the movement more challenging
Helps develop bigger, more balanced, and healthier shoulders
Great burnout movement on shoulder day
Works the rhomboids and lower and middle traps",,0.0
single-leg-leg-extension-gethin-variation,Single-leg leg extension-,Hamstrings,Machine,"The single-leg leg extension is a popular machine-based exercise for the legs, particularly the quadriceps. It is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of a leg pre-exhaust or as a muscle-building movement for lower-body training. Performing it one leg a time allows you to focus on the mind-muscle connection of each leg and address muscle imbalances.","Builds size and strength in the quads
Allows you to focus on one leg at a time
Great accessory movement for a stronger squat
Great pre-exhaust movement on leg day
Great quad burnout movement",,0.0
standing-cable-crunch-gethin-variation,Standing Cable Crunch - Gethin Variation,Abdominals,Cable,"The standing cable crunch is a popular core isolation exercise using a rope attachment. It primarily targets the rectus abdominus or ""six-pack"" muscles, but also strengthens the deep core muscles. It is most commonly performed early in an ab workout, usually in moderate to high reps like 8-12 reps per set or higher.","Great way to load abs with weight that can be tracked and increased over time
Greater range of motion than a traditional sit-up or crunch
Weighted ab training can increase core definition in addition to strength",,0.0
banded-chin-up-gethin-variation,Band-assisted chin-up,Middle Back,Bands,"The band-assisted chin-up is a variation of the pull-up exercise in which the reps are performed with the palms facing toward the body in an underhand position, with a band looped around the feet or knees. This reduces weight and resistance at the bottom of the rep, while increasing it toward the top. Like other pull-up variations, it builds strength and muscle in the upper back, biceps, and core, but it utilizes the biceps slightly more than overhand band-assisted pull-ups.","Strengthens the muscles of the lats (latissimus dorsi), biceps, upper back, core, and grip
Requires no equipment other than a bar and a band
Can help you perform pull-ups in higher rep ranges, such as 8-15 reps per set or more
Simple alternative to reverse-grip lat pull-downs if a machine isn't available",,0.0
hammer-curl-gethin-variation,Hammer curl,Biceps,Dumbbell,"The hammer curl is a dumbbell movement that focuses on the biceps, brachialis, and forearm muscles. Throughout each rep, the wrists remain neutral, like a carpenter hammering a nail. It is generally performed for moderate to high reps, such as 8-12 reps or more, as part of the arm-focused portion of a workout.","Works not only the biceps but also the brachialis and brachioradialis
Helps increase biceps and forearm thickness
Can lift more weight without having to supinate",,0.0
standing-high-pulley-cable-row-gethin-variation,High-cable standing row,Lats,Cable,"The high-cable standing row is an exercise targeting the lats. The high position allows for more engagement of the upper back, as well, specifically the rhomboids and teres major.","Builds strength and size in the lats and upper back
Engages the entire body to maintain posture and standing position while pulling
Cables allow for constant tension on the muscles",,0.0
