id,name,force,target,synergist,stabilizer,dynamic stabilizer,antagonist stabilizer,instructions
DeltoidPosterior/CBStandingReverseFly,Cable Reverse Fly,Pull,"Deltoid, Posterior","Deltoid, Lateral;Infraspinatus;Teres Minor;Trapezius, Middle;Trapezius, Lower;Rhomboids",Triceps Brachii;Wrist Extensors;Erector Spinae,,,"Preparation

Stand facing twin pulley cables positioned close together and approximately shoulder height. Grasp stirrup cable attachment in each hand. Step back away from machine so cable is taut. Stand with feet staggered. Point elbows outward with arms straight or slightly bent.

Execution

Pull stirrups out to sides, maintaining stiff elbow position throughout exercise. Return to original position and repeat.
"
DeltoidAnterior/DBFrontRaise,Dumbbell Front Raise,Push,"Deltoid, Anterior","Pectoralis Major, Clavicular;Deltoid, Lateral;Trapezius, Middle;Trapezius, Lower;Serratus Anterior, Inferior Digitations","Trapezius, Upper;Levator Scapulae;Wrist Extensors",,,"Preparation

Grasp dumbbells in both hands. Position dumbbells in front of upper legs with elbows straight or slightly bent.

Execution

Raise dumbbells forward and upward until upper arms are above horizontal. Lower and repeat.
"
Triceps/BBCloseGripInclineBenchPress,Barbell Close Grip Incline Bench Press,Push,Triceps Brachii,"Deltoid, Anterior;Pectoralis Major, Clavicular",,Biceps Brachii,,"Preparation

Lie on bench with bar above chest. Grasp bar from rack with shoulder width or slightly narrower grip. Disengage bar by rotating bar back.

Execution

Lower weight to chest with elbows close to body. Push barbell up until arms are straight. Repeat.
"
Triceps/CBSideTricepsExt,Cable Side Triceps Extension,Push,Triceps Brachii,,"Latissimus Dorsi;Teres Major;Pectoralis Major, Clavicular;Pectoralis Minor;Obliques;Quadratus lumborum;Psoas major;Iliocastalis lumborum;Iliocastalis thoracis;Wrist Extensors",,,"Preparation

Grasp stirrup from medium high pulley. Turn body so pulley is to side of free arm while lifting stirrup over head. Step forward, just slightly to allow stirrup to be placed behind head, just over shoulder. Place elbow just slightly higher than shoulder height and position palm down.

Execution

Push stirrup out to side by extending forearm until elbow is straight. Allow stirrup to return back over shoulder. Repeat and repeat. Continue with opposite arm.
"
TrapeziusUpper/LVXGripShrug,Lever Gripless Shrug,Pull,"Trapezius, Upper","Trapezius, Middle;Levator Scapulae",Erector Spinae,,,"Preparation

Stand with shoulders under padded lever.

Execution

Elevate shoulders as high as possible. Lower and repeat.
"
Supraspinatus/CBFrontLateralRaise,Cable Front Lateral Raise,Pull,Supraspinatus,"Deltoid, Lateral;Deltoid, Anterior;Trapezius, Middle;Trapezius, Lower;Serratus Anterior","Trapezius, Upper;Wrist Extensors",,,"Preparation

Grasp dumbbell cable attachment. Stand facing side with resting arm toward low pulley. Grasp ballet bar if available for support. Internally rotate shoulders so elbows point out to sides.

Execution

With elbow straight or slightly bent, raise upper arm away from low pulley to side, slightly to front (30°) until upper arm is shoulder height. Lower and repeat. Continue with opposite arm.
"
WristExtensors/CBReverseWristCurl,Cable Reverse Wrist Curl,Pull,Wrist Extensors,,No significant stabilizers,,,"Preparation

Sit and grasp cable bar with narrow to shoulder width overhand grip. Rest forearms on thighs with wrists just beyond knees.

Execution

Raise stirrup by pointing knuckles upward as high as possible. Return until knuckles are pointing downward as far as possible. Repeat.
"
Splenius/LVNeckExtentionH,Lever Neck Extension (plate loaded),Pull,Splenius,"Trapezius, Upper;Levator Scapulae;Erector Spinae, Cervicis & Capitis Fibers;Sternocleidomastoid, Posterior Fibers","Pectoralis Major, Sternal;Pectoralis Major, Clavicular;Pectoralis Minor;Serratus Anterior;Deltoid, Anterior;Triceps Brachii",,,"Preparation

Sit on seat in machine. Place back of head under padded lever. Position body so neck is in line with lever axis. Grasp handles for support.

Execution

Move head back by hyperextending neck. Return by bending neck forward until chin touches upper chest. Repeat.
"
WristFlexors/SLOneHandGripPlateLoaded,Sled One Hand Grip (plate loaded),Pull,Wrist Flexors,,No significant stabilizers,,,"Preparation

Bend over and grasp bar grips with one hand; fingers under lower bar and base of thumb over top stationary bar.

Execution

Squeeze bar grips together until lower bar makes contact with upper bar. Release to original position and repeat.
"
Infraspinatus/DBUprightExternalRotation,Dumbbell Upright Shoulder External Rotation,Pull,Teres Minor,"Infraspinatus;Deltoid, Posterior;Supraspinatus","Deltoid, Lateral;Deltoid, Anterior;Trapezius, Upper;Trapezius, Middle;Trapezius, Lower;Serratus Anterior;Wrist Extensors",,,"Preparation

Stand or sit with dumbbell positioned out to side of head; bend elbow, shoulder height with dumbbell above elbow.

Execution

Lower dumbbell forward by rotating shoulder. Return and repeat. Continue with opposite arm.
"
DeltoidLateral/DBLyingLateralRaise,Dumbbell Lying Lateral Raise,Pull,"Deltoid, Lateral","Deltoid, Posterior;Supraspinatus;Trapezius, Middle;Trapezius, Lower;Serratus Anterior, Inferior Digitations","Wrist Extensors;Trapezius, Upper;Levator Scapulae",,,"Preparation

Lie on side with legs separated for support. Grasp dumbbell in front of thigh.

Execution

Raise dumbbell from floor until arm is vertical. Maintain fixed elbow position (10° to 30° angle) throughout exercise. Lower and repeat.
"
LatissimusDorsi/AsPullupKneeling,Machine-assisted Pull-up,Pull,Latissimus Dorsi,"Brachialis;Brachioradialis;Biceps Brachii;Teres Major;Deltoid, Posterior;Infraspinatus;Teres Minor;Rhomboids;Levator Scapulae;Trapezius, Lower;Trapezius, Middle;Pectoralis Minor",,"Triceps, Long Head",,"Preparation

Step up and grasp bar with wide overhand grip. Kneel on padded platform and lower body down with arm extended.

Execution

Pull body up until neck reaches height of hands. Lower body until arms and shoulders are fully extended. Repeat.
"
Triceps/ASTriDip,Machine-assisted Triceps Dip,Push,Triceps Brachii,"Deltoid, Anterior;Pectoralis Major, Sternal;Pectoralis Major, Clavicular;Pectoralis Minor;Rhomboids;Levator Scapulae;Latissimus Dorsi","Trapezius, Lower",Biceps Brachii,,"Preparation

Mount shoulder width dip bar, arms straight with shoulders above hands. Step down onto assistance lever. Keep hips and knees straight.

Execution

Lower body until slight stretch is felt in shoulders. Push body up until arms are straight. Repeat.
"
TrapeziusUpper/LVShrugNarrowH,Lever Narrow Grip Shrug (plate loaded),Pull,"Trapezius, Upper","Trapezius, Middle;Levator Scapulae",Erector Spinae,,,"Preparation

Stand very near to close lever handles. Bend over and grasp handles with each hand. Stand upright.

Execution

Elevate shoulders as high as possible. Lower and repeat.
"
LatissimusDorsi/AsUnderhandChinup,Machine-assisted Chin-up,Pull,Latissimus Dorsi,"Brachialis;Brachioradialis;Teres Major;Deltoid, Posterior;Rhomboids;Levator Scapulae;Trapezius, Lower;Trapezius, Middle;Pectoralis Major, Sternal;Pectoralis Minor",,"Biceps Brachii;Triceps, Long Head",,"Preparation

Step up and grasp bar with underhand shoulder width grip. Kneel onto platform or step onto bar.

Execution

Pull body up until elbows are to sides. Lower body until arms and shoulders are fully extended. Repeat.
"
LatissimusDorsi/LVFrontPulldownPL,Lever Front Pulldown (plate loaded),Pull,Latissimus Dorsi,"Brachialis;Brachioradialis;Biceps Brachii;Teres Major;Deltoid, Posterior;Infraspinatus;Teres Minor;Rhomboids;Levator Scapulae;Trapezius, Lower;Trapezius, Middle;Pectoralis Minor",,"Triceps, Long Head",,"Preparation

Grasp lever bar with wide grip. Sit with thighs under supports.

Execution

Pull down lever bar to upper chest. Return until arms and shoulders are fully extended. Repeat.
"
Triceps/CBForwardTricepsExt,Cable Forward Triceps Extension,Push,Triceps Brachii,,"Latissimus Dorsi;Teres Major;Serratus Anterior;Deltoid, Posterior;Pectoralis Major, Clavicular;Pectoralis Minor;Obliques;Rectus Abdominis;Wrist Extensors",,Erector Spinae,"Preparation

Grasp stirrup from medium high pulley. Turn body away from pulley apparatus and position stirrup over shoulder with palms down. Step forward with one foot so cable is taut. Position elbow forward about shoulder height.

Execution

Push stirrup forward by extending forearm until elbow is straight. Allow stirrup to return back over shoulder. Repeat and repeat. Continue with opposite arm.
"
LatissimusDorsi/BWUnderhandChinup,Chin-up,Pull,Latissimus Dorsi,"Brachialis;Brachioradialis;Teres Major;Deltoid, Posterior;Rhomboids;Levator Scapulae;Trapezius, Lower;Trapezius, Middle;Pectoralis Major, Sternal;Pectoralis Minor",,"Biceps Brachii;Triceps, Long Head",,"Preparation

Step up and grasp bar with underhand shoulder width grip.

Execution

Pull body up until elbows are to sides. Lower body until arms and shoulders are fully extended. Repeat.

Comments

Easier

To decrease difficulty, use assisted version of exercise.

Self-assistedMachine AssistedPartner AssistedBand-assisted
"
Pronators/DBSeatedPronation,Dumbbell Seated Pronation,Push,Pronators,,No significant stabilizers,,,"Preparation

Sit next to elevated surface, approximately arm pit height. With hand of upper arm, grasp unilaterally loaded dumbbell; pinkie positioned near weighted side. Bend elbow approximately 90-degrees and place upperarm on elevated surface. Position thumb upward (supinated).

Execution

Rotate dumbbell so thumb turns downward (pronation). Return and repeat.
"
Triceps/STTriDip,Suspended Triceps Dip,Push,Triceps Brachii,"Deltoid, Anterior;Pectoralis Major, Sternal;Pectoralis Major, Clavicular;Pectoralis Minor;Rhomboids;Levator Scapulae;Latissimus Dorsi","Trapezius, Lower",Biceps Brachii,,"Preparation

Stand between two suspension handles and grasp handles on each side of torso. Hold position firmly and lift feet from floor.

Execution

Push body up until arms are straight. Lower body until slight stretch is felt in shoulders. Repeat.

Comments

This exercise can be performed on gymnastics rings or a dual anchored suspension trainer. To emphasize triceps, position body more upright than demonstrated by positioning hips straighter. Also see Chest Dips.
"
Triceps/CBLyingTriExt,Cable Lying Triceps Extension,Push,Triceps Brachii,,"Deltoid, Anterior;Pectoralis Major, Clavicular;Pectoralis Major, Sternal;Latissimus Dorsi;Teres Major;Deltoid, Posterior;Wrist Flexors",,,"Preparation

Lie on bench and grasp bar with narrow overhand grip. With arms extended, position bar over face.

Execution

Lower bar by bending elbow. As bar nears head, move elbows slightly back just enough to allow bar to clear around curvature of head. Extend arm. As bar clears head, reposition elbows to its former position until arm is fully extended. Repeat.
"
BackGeneral/LVTBarRowLM,Lever T-bar Row (plate loaded),Pull,"General, Back","Trapezius, Middle;Trapezius, Lower;Rhomboids;Latissimus Dorsi;Teres Major;Deltoid, Posterior;Infraspinatus;Teres Minor;Brachialis;Brachioradialis;Pectoralis Major, Sternal",Erector Spinae;Hamstrings;Gluteus Maximus;Adductor Magnus;Quadriceps,"Biceps Brachii;Triceps, Long Head",Rectus Abdominis;Obliques,"Preparation

Bend knees slightly and bend over lever handles with back straight. Grasp lever handles with shoulder width to wide overhand grip.

Execution

Pull lever up to torso. Return until arms are extended and shoulders are stretched downward. Repeat.

Comments

Position torso as low as possible, allowing for full arm extension. Keep low back straight. Lighten load if torso raises beyond 45 degrees in order to complete repetition. See Gravity Vectors to understand how load would be decreased by positioning torso too high. Also see close grip form.
"
BackGeneral/BWSupineRowFeetElevated,Inverted Row (feet elevated),Pull,"Back, General","Trapezius, Middle;Trapezius, Lower;Rhomboids;Latissimus Dorsi;Teres Major;Deltoid, Posterior;Infraspinatus;Teres Minor;Brachialis;Brachioradialis;Pectoralis Major, Sternal",Erector Spinae;Hamstrings;Gluteus Maximus,"Biceps Brachii;Triceps, Long Head",Rectus Abdominis;Obliques,"Preparation

Lay on back under fixed horizontal bar. Grasp bar with wide overhand grip. Place back of heels on elevated surface.

Execution

Keeping body straight, pull body up to bar. Return until arms are extended and shoulders are stretched forward. Repeat.

Comments

Fixed bar should be just high enough to allow arm to fully extend. Placing back of heels on elevated surface is optional. This exercise is typically performed without added resistance, although additional weight can be placed on belly or pelvis. Partner can add and remove weight, and keep weight from sliding off belly. Resistance can be reduced by raising bar and positioning heels on floor. See Gravity Vectors for greater understanding of body angle influences resistance. Also known as Body Row or Supine Row.
"
Triceps/LVCloseGripBenchPressH,Lever Close Grip Bench Press (plate loaded),Push,Triceps Brachii,"Deltoid, Anterior;Pectoralis Major, Sternal;Pectoralis Major, Clavicular",,Biceps Brachii,,"Preparation

Lie on bench with lever handles above sides of chest. Grasp handles with narrow overhand grip just above each side of chest.

Execution

Press lever up until arms are extended. Return weights down to starting position. Repeat.
"
